symbol,date,rating,ratingScore,ratingRecommendation,ratingDetailsDCFScore,ratingDetailsDCFRecommendation,ratingDetailsROEScore,ratingDetailsROERecommendation,ratingDetailsROAScore,ratingDetailsROARecommendation,ratingDetailsDEScore,ratingDetailsDERecommendation,ratingDetailsPEScore,ratingDetailsPERecommendation,ratingDetailsPBScore,ratingDetailsPBRecommendation
UL,2024-08-30,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-08-29,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-08-28,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-08-27,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-08-26,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-08-23,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-08-22,A-,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-08-21,A-,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-08-20,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-08-19,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-08-16,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-08-15,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-08-14,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-08-13,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-08-12,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-08-09,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-08-08,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-08-07,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-08-06,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-08-05,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-08-02,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-08-01,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-07-31,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-07-30,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-07-29,B+,3,Neutral,4,Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-07-26,A-,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,1,Strong Sell,3,Neutral,1,Strong Sell
UL,2024-07-25,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-07-24,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-07-23,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-07-22,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-07-19,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-07-18,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-07-17,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-07-16,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-07-15,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-07-12,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-07-11,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-07-10,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-07-09,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-07-08,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-07-05,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-07-03,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-07-02,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-07-01,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-06-28,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-06-27,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-06-26,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-06-25,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-06-24,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-06-21,S,5,Strong Buy,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-06-20,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-06-18,S,5,Strong Buy,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-06-17,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-06-14,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-06-13,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-06-12,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-06-11,S-,5,Strong Buy,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-06-10,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-06-07,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-06-05,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-06-04,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-06-03,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-05-31,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-05-30,S-,5,Strong Buy,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-05-29,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-05-28,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-05-24,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-05-23,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,2,Sell,5,Strong Buy
UL,2024-05-22,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,2,Sell,5,Strong Buy
UL,2024-05-21,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,2,Sell,5,Strong Buy
UL,2024-05-20,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,2,Sell,5,Strong Buy
UL,2024-05-17,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,2,Sell,5,Strong Buy
UL,2024-05-16,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,2,Sell,5,Strong Buy
UL,2024-05-15,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,2,Sell,5,Strong Buy
UL,2024-05-14,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,2,Sell,5,Strong Buy
UL,2024-05-13,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,2,Sell,5,Strong Buy
UL,2024-05-10,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,2,Sell,5,Strong Buy
UL,2024-05-09,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,2,Sell,5,Strong Buy
UL,2024-05-08,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,2,Sell,5,Strong Buy
UL,2024-05-07,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,2,Sell,5,Strong Buy
UL,2024-05-06,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,2,Sell,5,Strong Buy
UL,2024-05-03,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,2,Sell,5,Strong Buy
UL,2024-05-02,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,2,Sell,5,Strong Buy
UL,2024-05-01,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,2,Sell,5,Strong Buy
UL,2024-04-30,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,2,Sell,5,Strong Buy
UL,2024-04-29,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-04-26,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-04-25,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-04-24,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-04-23,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-04-22,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-04-19,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-04-18,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-04-17,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-04-16,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-04-15,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-04-12,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-04-11,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-04-10,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-04-09,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-04-08,S,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-04-05,S-,5,Strong Buy,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-04-04,S-,5,Strong Buy,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-04-03,S-,5,Strong Buy,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-04-02,S-,5,Strong Buy,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-04-01,S-,5,Strong Buy,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,3,Neutral,5,Strong Buy
UL,2024-03-28,S,5,Strong Buy,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-03-27,S,5,Strong Buy,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-03-26,S,5,Strong Buy,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-03-25,S,5,Strong Buy,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-03-21,S,5,Strong Buy,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-03-20,S,5,Strong Buy,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-03-19,S,5,Strong Buy,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-03-18,S,5,Strong Buy,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,5,Strong Buy
UL,2024-03-15,S-,5,Strong Buy,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,3,Neutral
UL,2024-03-14,S-,5,Strong Buy,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,3,Neutral
UL,2024-03-13,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,3,Neutral
UL,2024-03-12,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,3,Neutral
UL,2024-03-11,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,3,Neutral
UL,2024-03-07,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,3,Neutral
UL,2024-03-06,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,3,Neutral
UL,2024-03-05,S-,5,Strong Buy,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,3,Neutral
UL,2024-03-04,S-,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,3,Neutral
UL,2024-03-01,S-,5,Strong Buy,4,Buy,5,Strong Buy,5,Strong Buy,5,Strong Buy,4,Buy,3,Neutral
UL,2024-02-29,A-,4,Buy,4,Buy,2,Sell,2,Sell,5,Strong Buy,4,Buy,3,Neutral
UL,2024-02-28,A-,4,Buy,4,Buy,2,Sell,2,Sell,5,Strong Buy,4,Buy,3,Neutral
UL,2024-02-27,A-,4,Buy,4,Buy,2,Sell,2,Sell,5,Strong Buy,4,Buy,3,Neutral
UL,2024-02-26,A-,4,Buy,4,Buy,2,Sell,2,Sell,5,Strong Buy,4,Buy,3,Neutral
UL,2024-02-23,B,3,Neutral,4,Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-02-22,B,3,Neutral,4,Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-02-21,B,3,Neutral,4,Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-02-20,B,3,Neutral,4,Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-02-16,B,3,Neutral,4,Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-02-15,B,3,Neutral,4,Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-02-14,B,3,Neutral,4,Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-02-13,B,3,Neutral,4,Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-02-12,B,3,Neutral,4,Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-02-09,B,3,Neutral,4,Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-02-08,B,3,Neutral,5,Strong Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-02-07,B,3,Neutral,5,Strong Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-02-06,B,3,Neutral,4,Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-02-05,B,3,Neutral,5,Strong Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-02-02,B,3,Neutral,5,Strong Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-02-01,B,3,Neutral,5,Strong Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-01-31,B,3,Neutral,5,Strong Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-01-30,B,3,Neutral,5,Strong Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-01-29,B,3,Neutral,5,Strong Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-01-26,B,3,Neutral,5,Strong Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-01-25,B,3,Neutral,5,Strong Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-01-24,B,3,Neutral,5,Strong Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-01-23,B,3,Neutral,5,Strong Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-01-22,B,3,Neutral,5,Strong Buy,2,Sell,2,Sell,1,Strong Sell,4,Buy,3,Neutral
UL,2024-01-19,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2024-01-18,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2024-01-17,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2024-01-16,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2024-01-12,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2024-01-11,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2024-01-10,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2024-01-09,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2024-01-08,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2024-01-05,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2024-01-04,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2024-01-03,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2024-01-02,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2023-12-29,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2023-12-28,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2023-12-27,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2023-12-26,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2023-12-22,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2023-12-21,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2023-12-20,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2023-12-19,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2023-12-18,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2023-12-15,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2023-12-14,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2023-12-13,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2023-12-12,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2023-12-11,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2023-12-08,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2023-12-07,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2023-12-06,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2023-12-05,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
UL,2023-12-04,B-,2,Sell,5,Strong Buy,1,Strong Sell,1,Strong Sell,2,Sell,3,Neutral,2,Sell
